code,year,type,subtype,fatalities,location,source,description
,1876.06,lynching,extralegal,2,"Denison, TX",Gilje,June: Two horse thieves hanged by vigilantes.
D,1876.07,riot,race,9,"Hamburg, SC",HC_1876_07_13.pdf,"The Hamburg Massacre. Whites vs. a black military company. 1 white and the black lieutenant killed, 7 more blacks hunted down and killed later."
,1876.07,riot,race,7,"Hamburg, SC",Gilje,"July: Armed collision between blacks and whites. Black militia captain was to be brought to trial for disorderly conduct - he had insulted some whites. During negotiations between armed whites and blacks, a black man shot and killed a white man. Whites, numbering the in the hundreds opened fire on the blacks, who withdrew to a brick building. The whites brought up a cannon and blasted away. The outnumbered blacks attempted to flee. Twenty-five were captured, of which five were executed and their bodies reportedly mutilated. Besides that the black town marshall and at least one other black had been killed during the fight."
,1876.08,riot,race?,2,"Monroe, LA",NYT,"Ex-sheriff Dunkgraves previously shot a man in ""self-defense"". He was killed near his residence"
,1876.09,riot,race,2,"Chapel Hill, MS",Gilje,"September: Whties objected to the use of drums by black political organizations and ordered local black leaders to stop their use. They agreed, but many blacks remained insistent and met to discuss the issue. Whites ambushed the blacks at their meeting at a church, killing two and wounding about 20 others. No white casualties. Whites claimed blacks fired first."
D,1876.09,riot,political,1,"Charleston, SC",HC_1876_09_08.pdf,Black Republicans vs. white (and black?) Democrats. 1 white (Buckner) later died of his wounds. Many others seriously wounded.
,1876.09,riot,political,1,"Charleston, SC",Gilje,"September: Black Republicans disrupt Democratic meeting featuring some blacks. When the Dems tried to escort their blacks home, they were attacked, killing one white man and wounding several others. For the next two days occasional attacks occurred by blacks against whites."
,1876.09,riot,race,100,"Ellenton, SC",Gilje,September: Blacks clash with white rifle club. Governor asks Feds to step in. The trouble began in Silverton when two blacks attacked a white woman and her son. A posse tracked down and killed one man and thereafter arrested a 2nd man who some claimed was not guilty. On the 16th Dems broke up a Republican meeting. This started the shooting as blacks and whites ambushed one another. By the 20th the fighting moved to Ellentown. A handful of whites and as many as 100 blacks may have died in the fighting - including a black state legislator. The intervention of Federal troops prevented more blood.
,1876.10,riot,race,7,"Scranton, PA",Gilje,October: Democratic meeting. About 200 passengers from Charleston arrived in a steamer and attempted to hold a political rally. Black Republicans attacked. Both sides had guns. The blacks drove the whites back to their steamer. One black man and at least six whites died in the fighting.
,1876.11,riot,political,1,"Charleston, SC",Gilje,"November: The day after the election some pistol shooting and shouting by whites triggered a black reaction. A crowd of blacks including some policemen fired into the Dems, one white was killed and several on both sides wounded."
,1877.04,riot,,6,"DeKalb, Kemper Co, MS",Gilje,"April: After the arrest of Judge William Chisolm and several of his supporters on allegedly instigating a murder of one of the Gully family a mob formed. During the day two of Chisolm's supporters were gunned down in the street. Later the mob attacked the jail. Chisolm killed one rioter, but was mortally wounded, his young son was killed in his arms and his daughter was mortally wounded."
,1877.06,lynching,race,1,"Nashville, TN",Gilje,June: Mob of 30 to 40 whites seized a black arrested for burglary and suspected in a rash of robberies. They killed him and threw his body into the river.
,1877.07,riot,labor,9,"Baltimore, MD",Gilje,"July: Railroad strike because of reduction in wages, led to violence when residents attacked soldiesr. At least 9 rioters killed. Many more, and several soldiers were wounded in street battles."
D,1877.07,riot,labor,3,Chicago,NYT,Great Railroad Strike
,1877.07,riot,labor,20,Chicago,HC_1877_07_26.pdf,Great Railroad Strike.
D,1877.07,riot,labor,40,Pittsburgh,HC_1877_07_23.pdf,Great Railroad Strike
,1877.07,riot,labor,26,Pittsburgh,Gilje,"July: Great railroad strike begins here with opposition to double headers - two engines and twice the cars to save labor. Strikers seized control over switches. Because of sympathy with strikers, militia called in from Philadelphia - 600 men. This force battled with strikers and supporters on the 21st. At a battle on the 26th, 26 strikers killed. Failing to get the trains running, the militia went to the roundhouse. There they were besieged as strikers burned cars and shops. They fought the mob till the next morning when they withdrew, allowing rioters to loot and burn. The destruction lasted another day. Total of $5,000,000 worth of property destroyed."
D,1877.07,riot,labor,10,"Reading, PA",NYT,Great Railroad Strike
,1877.07,riot,labor,10,"Reading, PA",HC_1877_07_24.pdf,Great Railroad Strike.
,1877.07,riot,ethnic,3,San Francisco,Gilje,"July: Anti-Cooly riot. Three evenings of attacks on Chinese wash houses, battles with police aided by ""vigilants"" led to several deaths. Started as a spin off of labor agitation."
,1877.07,riot,labor,1,Shamokin PA,Gilje,"July: Mob loots Philadelphia and Reading railroad station. Group of armed townspeople shoot at looters, killing one and wounding several. "
,1877.07,lynching,race,2,"Yazoo, MS",NYT,"Two negroes accused, acquitted, later lynched"
D,1877.08,riot,labor,10,"Scranton, PA",HC_1877_08_02.pdf,Striking miners vs. scabs and the vigilance committee (carrying breech loaders). 
,1877.08,riot,labor,6,"Scranton, PA	",Gilje,"August: Riots accompany railroad strike, but coal miners active in disturbances. Strikers dispersed by posse of citizens led by mayor until troops arrive. But posse had to fire into the crowd, killing six, wounding 54. 5,000 National Guardsmen sent to city."
,1877.12,riot,ethnic,1,"San Elizario, TX",Gilje,"December: Large mob of Mexicans and Mexican-Americans attack Texas Rangers and other Americans. The mob wanted to get Charles W. Howard who prevented Mexicans and Mexican-Americans from getting local salt. Howard had shot a Mexican-American in the controversy. After a two or three day siege, Americans surrender and Howard and three others killed."
,1878.05,riot,political,1,"Weldon, NC",HC_1878_05_07.pdf,Whites vs blacks. 1 black (John Purnell) killed.
X,1878.08,riot,indian,2,"Yankton, Dakota Terr",NYT,CONFLICT AMONG THE INDIANS
,1878.09,lynching,race,1,"Sandusky, OH",NYT,A NEGRO LYNCHED IN OHIO.
X,1878.09,war,indian,11,"Yankton, Dakota Terr",NYT,A cavalry detachment loses 11 soldiers to Indians
,1879.01,lynching,extralegal,1,"Spartanburg, SC",Gilje,January: A white man lynched on suspicion of rape.
,1879.05,lynching,race,2,"Brinkley, AR",NYT,"Three white ministers, who preached at an African-American church, were attacked by a mob of masked men. Two died of their wounds."
,1879.06,lynching,extralegal,2,"Prosperity, SC",Gilje,"June: Two blacks lynched for rape by a mob of both whites and blacks. One black helped tie the hanging rope to a tree.	"
D,1879.07,lynching,religion,1,"Varnell, GA",Wiki,"Joseph Standing (October 5, 1854 – July 21, 1879) was a missionary for The Church of Jesus Christ of Latter-day Saints who was killed by a mob near the town of Varnell, Whitfield County, Georgia in 1879."
,1879.07,lynching,religion,1,"Whitfield Co, GA",Gilje,"July: Mob killed Joseph Standing, an elder of the Mormon church - he was a missionary who advocated polygamy. Members of the mob were tried and found not guilty."
X,1879.08,riot,criminal,1,"Bodie, CA",Gilje,August: Rival Chinese Tongs fight it out in mining town. Guns used. At least one Chinese man killed; several others wounded.
,1879.08,assassination,political,1,"Greenville, SC",NYT,"Alexander Brice, a Republican, was shot and killed by two men"
,1879.08,assassination,political,1,"Yazoo City, Miss",NYT,"H. M. Dixon was shot and killed by James Barksdale, Democratic Candidate for Chancery Clerk"
,1879.09,riot,,6,"De Kalb, Miss",NYT,"A mob broke into the jail, and killed Judge Chisolm, his daughter, his son. Also were shot and killed McClellan, Gilmer, and Rosser (the last one of the attackers)"
,1879.10,lynching,race,2,"Chattanooga, TN",NYT,TWO NEGRO MURDERERS LYNCHED
,1879.11,lynching,extralegal,1,"Keokuk, Clark Co, Iowa",Gilje,"November: Crowd of 100 to 500 attack William J. Young's house, capture him and hanged him from his gate post. Young had been a suspect in a murder case."
,1880.03,lynching,extralegal,3,Las Vegas,Gilje,"March-April: Vigilantes active, hanging several criminals."
,1880.04,riot,??,2,"Blue River, IN",Gilje,"April: A white capper was killed by Henry Long as the white cappers rushed Long at the home of a (??). While Long stood trial on trumped up charges, Long had been involved in several legal cases, antagonizing neighbors and was accused of murder of a missing person. He was wounded in the affray and subsequently died."
,1880.05,lynching,extralegal,3,"Osceda, MO",Gilje,"May: At night 200 people stormed jail, took three accused murderers south of town and hanged them."
,1880.07,lynching,race,1,"Rockville, MD",Gilje,"July: Black man John Diggs accused of sexually assaulting his employer's wife, lynched by mob of 40 whites. They took him out of jail and brought him a mile away, where he was hanged."
,1880.09,riot,labor,2,"Columbus, OH",HC_1880_09_22.pdf,"Striking miners. 1 killed, another fatally wounded."
,1880.09,lynching,extralegal,2,"Springfield, TN",Gilje,"September: Two blacks lynched. They were accused of murder. See similar case F. 18, 1881."
D,1880.10,riot,ethnic,3,"Denver, CO",HC_1880_11_03.pdf,Americans vs Chinese. 3 Chinese killed
,1880.10,riot,ethnic,1,"Denver, CO",Gilje,"October: Anti-Chinese riot. Democrats push anti-Chinese campaign  in press and in a parade on the 30th. A barfight in which a white beat a Chinese brought a crowd of thousands. When a fire hose was turned on the crowd, they went on a rampage, beating Chinese, destroying their property, etc. Police and officials restore order. One Chinese killed."
,1880.10,riot,political,1,"St. Louis, MO",HC_1880_11_01.pdf,Black republicans vs. police. 1 black killed.
,1881.00,assassination,political,1,MD,Kirkham et al 1970,"Presidetn James Garfield was shot, killed by Charles Guiteau, who wanted political appointment"
,1881.01,lynching,extralegal,1,"Bodie, CA",Gilje,January: Vigilantes took accused murderer Joseph De Roche out of jail and hang him.
,1881.02,lynching,"race, extralegal",7,"Springfield, TN",Gilje,February: Mob hanged seven blacks charged with murder from courthouse balcony.
